product_id,product_name,unit_profit,Material,Time,Energy
J711,Grinding,30,2.54,38,11.54
J712,Drilling,58,1.35,80,12.83
J713,Milling,55,2.52,80,13.55
J714,Milling,66,1.5,42,5.4
J715,Lathe,98,4.22,51,4.22
J716,Additive,64,3.67,27,3.19
J717,Drilling,182,3.22,96,4.28
J718,Additive,160,1.79,101,5.32
J719,Milling,154,3.19,92,4.96
J720,Additive,241,1.24,91,2.78
J721,Lathe,74,3.07,66,7.93
J722,Drilling,26,2.43,40,14.48
J723,Lathe,214,2.2,119,4.56
J724,Additive,32,2.69,32,9.08
J725,Lathe,86,4.78,117,12.68
J726,Grinding,174,1.51,117,5.72
J727,Grinding,22,2.08,30,12.34
J728,Additive,93,4.48,67,6.24
J729,Lathe,90,4.22,49,4.45
J730,Additive,389,4.63,119,2.06
J731,Additive,77,2.94,115,13.99
J732,Drilling,93,2.07,31,2.33
J733,Lathe,115,4.02,82,6.14
J734,Lathe,75,4.08,71,8.52
J735,Milling,71,4.41,54,6.6
J736,Grinding,34,2.13,27,6.99
J737,Lathe,17,2.04,20,10.93
J738,Additive,46,2.97,74,14.94
J739,Additive,77,2.11,98,11.77
J740,Additive,45,4.6,58,11.98
J741,Drilling,27,3.46,38,12.99
J742,Additive,54,1.17,75,12.89
J743,Drilling,67,2.52,53,6.9
J744,Lathe,109,3.2,98,7.96
J745,Drilling,52,2.97,35,5.72
J746,Milling,35,1.14,30,7.66
J747,Lathe,26,2.57,36,13.05
J748,Milling,118,2.43,94,6.97
J749,Grinding,53,1.56,69,12.09
J750,Drilling,84,1.7,74,7.82
J751,Drilling,242,3.87,90,2.72
J752,Lathe,84,4.64,110,12.13
J753,Grinding,117,1.51,50,3.29
J754,Milling,123,3.57,117,8.53
J755,Grinding,100,2.89,120,10.96
J756,Grinding,23,4.24,29,11.47
J757,Grinding,76,1.74,67,7.84
J758,Drilling,96,1.9,32,2.32
J759,Drilling,84,1.12,113,12.41
J760,Drilling,35,1.66,26,6.33
J761,Milling,113,1.83,87,6.72
J762,Lathe,62,4.14,76,11.27
J763,Additive,68,2.65,84,11.37
J764,Grinding,229,4.25,97,3.23
J765,Lathe,15,3.92,21,12.69
J766,Grinding,99,2.55,98,8.86
J767,Grinding,273,1.83,112,3.11
J768,Milling,138,2.13,87,5.3
J769,Drilling,111,2.3,59,4.32
J770,Grinding,96,4.21,105,9.96
J771,Additive,321,3.69,103,2.21
J772,Milling,55,3.81,71,12.02
J773,Grinding,151,1.9,120,6.96
J774,Additive,47,2.43,69,13.76
J775,Lathe,85,4.73,34,3.0
J776,Milling,137,1.86,118,7.64
J777,Additive,33,1.25,44,12.18
J778,Additive,52,4.9,75,13.52
J779,Grinding,150,3.67,64,3.28
J780,Grinding,20,2.3,31,14.58
J781,Milling,107,2.8,103,8.66
J782,Drilling,51,1.99,42,7.26
J783,Drilling,55,2.84,73,12.23
J784,Additive,145,4.55,118,7.16
J785,Lathe,157,4.92,97,5.17
J786,Drilling,126,3.39,110,7.71
J787,Grinding,76,4.07,92,11.17
J788,Drilling,136,2.78,85,5.25
J789,Grinding,17,4.76,25,13.34
J790,Milling,29,4.43,28,8.66
J791,Additive,257,3.15,106,3.13
J792,Additive,138,4.97,70,4.08
J793,Milling,101,1.41,99,8.8
J794,Milling,121,3.28,93,6.66
J795,Drilling,268,4.17,109,3.07
J796,Grinding,95,3.76,119,11.52
J797,Lathe,270,4.21,99,2.67
J798,Milling,39,3.76,44,10.31
J799,Milling,124,4.73,104,7.42
J800,Milling,103,1.56,116,10.24
J801,Drilling,55,1.73,55,9.06
J802,Drilling,118,2.43,114,8.67
J803,Additive,101,3.26,104,9.3
J804,Milling,70,3.31,34,3.84
J805,Drilling,58,3.95,54,8.32
J806,Grinding,325,4.33,110,2.38
J807,Milling,116,4.11,99,7.53
J808,Drilling,96,4.73,114,10.93
J809,Additive,145,1.57,93,5.43
J810,Drilling,185,2.93,84,3.53
J811,Drilling,32,1.25,29,7.98
J812,Drilling,20,2.37,24,10.78
J813,Grinding,266,1.86,119,3.48
J814,Additive,69,3.83,104,14.05
J815,Drilling,173,2.35,103,4.94
J816,Milling,22,3.58,34,14.45
J817,Drilling,160,1.46,66,3.12
J818,Grinding,48,4.39,61,11.59
J819,Milling,87,2.54,72,7.28
J820,Lathe,74,3.44,109,13.79
J821,Drilling,25,4.17,24,8.58
J822,Drilling,65,4.96,90,12.86
J823,Lathe,94,2.11,94,8.95
J824,Grinding,238,4.09,93,2.9
J825,Milling,22,4.86,33,14.0
J826,Lathe,160,3.36,67,3.19
J827,Milling,72,1.11,99,12.67
J828,Lathe,52,3.51,58,10.11
J829,Drilling,89,2.94,90,9.06
J830,Milling,55,2.73,24,3.36
J831,Grinding,59,4.88,80,12.55
J832,Grinding,76,3.68,100,12.13
J833,Additive,125,4.31,89,6.12
J834,Milling,51,3.59,71,12.87
J835,Grinding,42,1.84,60,13.14
J836,Drilling,83,1.45,108,12.05
J837,Milling,114,4.38,52,3.56
J838,Grinding,186,1.93,102,4.48
J839,Milling,54,2.77,74,12.74
J840,Grinding,79,4.41,118,14.0
J841,Milling,169,2.38,91,4.38
J842,Milling,59,2.63,88,13.86
J843,Grinding,62,3.36,61,8.88
J844,Drilling,59,1.91,58,8.75
J845,Lathe,26,2.1,40,14.19
J846,Additive,95,3.05,91,8.59
J847,Milling,104,1.87,73,6.05
J848,Grinding,110,1.07,86,6.85
J849,Grinding,54,2.81,53,8.73
J850,Milling,148,2.27,111,6.5
J851,Additive,20,1.63,30,13.94
J852,Grinding,43,2.4,68,14.78
J853,Additive,71,4.64,86,11.14
J854,Milling,49,3.38,68,12.99
J855,Lathe,62,3.63,90,13.56
J856,Milling,73,1.71,62,7.53
J857,Additive,42,2.18,62,13.79
J858,Additive,179,3.5,114,5.38
J859,Milling,25,3.95,28,10.09
J860,Lathe,112,4.42,102,8.07
J861,Drilling,50,2.17,68,12.7
J862,Lathe,160,3.2,56,2.5
J863,Milling,71,2.91,77,9.83
J864,Grinding,68,4.28,79,10.56
J865,Drilling,88,1.95,77,7.76
J866,Grinding,95,4.32,33,2.47
J867,Drilling,183,4.14,81,3.42
J868,Milling,39,2.3,33,7.36
J869,Lathe,27,4.81,39,13.37
J870,Milling,60,2.68,79,12.19
J871,Lathe,50,1.47,72,13.33
J872,Lathe,144,3.74,91,5.32
J873,Lathe,112,1.97,109,8.73
J874,Milling,74,3.84,74,9.06
J875,Additive,59,2.28,85,13.44
J876,Milling,153,3.39,55,2.6
J877,Milling,29,2.41,23,6.93
J878,Milling,258,3.92,116,3.49
J879,Additive,37,2.13,52,13.14
J880,Grinding,205,4.08,64,2.12
J881,Grinding,92,3.08,105,10.44
J882,Lathe,71,3.27,60,7.5
J883,Milling,91,2.12,43,3.75
J884,Grinding,21,3.58,32,13.96
J885,Drilling,46,4.98,45,8.68
J886,Drilling,24,3.75,25,9.4
J887,Lathe,84,1.69,105,11.47
J888,Additive,156,4.87,82,4.26
J889,Milling,197,3.51,78,2.95
J890,Drilling,20,2.53,30,13.66
J891,Milling,250,3.14,104,3.16
J892,Drilling,29,4.65,43,14.03
J893,Lathe,87,3.22,115,12.2
J894,Milling,51,1.58,68,12.26
J895,Additive,104,1.32,82,6.89
J896,Grinding,357,1.24,109,2.05
J897,Grinding,58,2.04,60,9.29
J898,Additive,19,4.77,20,9.81
J899,Lathe,49,1.47,75,14.44
J900,Lathe,78,2.77,59,6.61
J901,Drilling,72,1.4,94,12.06
J902,Lathe,71,2.44,103,13.56
J903,Grinding,61,4.04,95,14.48
J904,Drilling,48,1.12,65,12.46
J905,Lathe,59,2.79,48,7.14
J906,Additive,122,4.27,60,3.92
J907,Drilling,58,1.98,90,14.41
J908,Milling,70,3.41,106,14.25
J909,Additive,79,4.29,116,13.6
J910,Additive,29,4.83,38,12.13
J911,Grinding,219,2.55,112,4.12
J912,Milling,48,3.6,72,13.88
J913,Additive,23,2.37,31,12.76
J914,Lathe,68,1.17,72,9.64
J915,Additive,63,4.4,83,12.24
J916,Drilling,31,4.75,31,8.94
J917,Grinding,55,2.11,40,6.24
J918,Grinding,89,2.0,116,12.06
J919,Grinding,38,1.71,48,11.56
J920,Additive,41,4.26,43,9.59
J921,Grinding,106,2.73,90,7.46
J922,Drilling,89,1.62,46,4.17
J923,Milling,59,4.85,91,14.43
J924,Drilling,209,4.24,84,3.01
J925,Additive,46,3.4,30,5.58
J926,Grinding,205,3.91,115,4.62
J927,Drilling,83,1.4,60,6.27
J928,Additive,116,4.46,100,7.59
J929,Lathe,106,1.19,95,7.99
J930,Lathe,97,3.12,101,9.44
J931,Lathe,91,1.12,55,5.05
J932,Lathe,43,3.5,41,8.53
J933,Lathe,94,4.01,49,4.23
J934,Drilling,68,1.12,88,11.95
J935,Drilling,132,3.28,81,5.14
J936,Drilling,16,2.67,22,13.15
J937,Drilling,66,4.28,103,14.71
J938,Drilling,44,1.97,47,9.72
J939,Drilling,56,3.28,50,7.97
J940,Milling,126,2.31,87,5.9
J941,Lathe,69,2.88,105,14.3
J942,Additive,34,4.73,20,4.97
J943,Grinding,52,2.17,71,12.6
J944,Additive,57,4.31,43,6.5
J945,Lathe,95,3.1,33,2.46
J946,Lathe,131,1.94,45,2.43
J947,Drilling,93,2.99,88,8.42
J948,Milling,123,1.29,100,7.13
J949,Drilling,37,3.01,57,14.36
J950,Drilling,184,4.7,92,4.0
J951,Drilling,147,2.42,81,4.52
J952,Lathe,22,1.69,24,10.01
J953,Lathe,124,2.85,103,7.28
J954,Grinding,82,4.54,39,3.74
J955,Drilling,35,1.02,55,14.79
J956,Lathe,63,2.71,51,7.12
J957,Drilling,91,3.98,90,8.91
J958,Grinding,115,3.02,44,2.83
J959,Additive,54,4.28,84,14.44
J960,Additive,218,2.17,88,3.03
J961,Milling,287,4.15,93,2.24
J962,Grinding,57,4.64,67,10.74
J963,Additive,82,3.83,101,11.33
J964,Additive,73,4.86,66,8.07
J965,Drilling,31,2.38,43,12.77
J966,Lathe,100,1.49,114,10.41
J967,Additive,65,4.38,64,8.79
J968,Milling,23,3.55,32,13.1
J969,Drilling,33,4.5,32,8.68
J970,Grinding,139,2.78,75,4.4
J971,Drilling,209,1.88,119,4.69
J972,Drilling,50,4.67,59,10.72
J973,Milling,48,4.43,61,11.68
J974,Additive,27,2.81,41,14.04
J975,Lathe,83,1.35,93,10.22
J976,Additive,99,4.23,101,9.23
J977,Milling,98,1.73,78,7.0
J978,Milling,89,3.57,98,10.05
J979,Additive,93,1.15,100,9.77
J980,Additive,53,4.16,71,12.3
J981,Drilling,50,1.89,80,14.98
J982,Additive,19,1.29,27,13.25
J983,Lathe,30,2.85,46,14.1
J984,Grinding,74,2.02,74,9.05
J985,Additive,155,3.71,103,5.66
J986,Additive,132,3.47,60,3.53
J987,Lathe,101,1.9,120,10.87
J988,Milling,106,3.38,104,8.83
J989,Milling,133,3.77,89,5.67
J990,Milling,63,1.62,87,12.82
J991,Milling,49,3.05,36,6.33
J992,Grinding,108,4.27,83,6.7
J993,Lathe,96,3.68,105,9.95
J994,Milling,90,3.35,94,9.39
J995,Drilling,78,4.37,118,14.12
J996,Milling,106,4.86,50,3.71
J997,Lathe,144,2.72,60,3.17
J998,Lathe,68,1.31,102,14.1
J999,Lathe,74,2.4,75,9.08
LIMITS,,,5.0,120,14.0
